s1,s2,s3,s4,s5,s6
49.4,91.1,83.4,72.3,95.2,70.3
49.4,91.1,83.5,72.3,95.3,70.2
49.5,91,83.5,72.3,95.4,70.2
49.7,91.2,83.5,72.3,95.5,70.3
49.9,91.1,83.5,72.3,95.4,70.3
50.1,91.3,83.6,72.3,95.4,70.2
50,91.3,83.5,72.3,95.2,70.3
50,91.4,83.5,72.2,95.3,70.1
49.9,91.3,83.6,72.3,95.3,70.1
49.9,91.2,83.7,72.2,95.3,70.1
49.9,91.2,83.7,72.3,95.3,70.2
50,91.2,83.6,72.2,95.4,70.2
50,91.3,83.7,72.3,95.4,70.1
49.9,91.2,83.7,72.4,95.5,70.1
49.9,91.2,83.7,72.3,95.5,70.2
50,91.1,83.7,72.3,95.4,70.1
49.9,91.2,83.7,72.2,95.4,70
50,91.2,83.6,72.1,95.3,70.1
50,91.2,83.6,72.1,95.4,70
50,91.2,83.5,72.1,95.2,70.2
50,91.1,83.5,72.1,95.3,70.1
50,91.1,83.6,72.1,95.4,70.3
49.9,90.9,83.6,72.2,95.4,70.2
50.1,90.8,83.7,72.1,95.4,70
50.3,90.7,83.7,72.1,95.4,70
50.5,90.8,83.7,72.2,95.4,69.9
51.1,90.9,83.7,72.1,95.5,69.8
51.5,91,83.7,72.1,95.3,69.9
51.7,91,83.6,72.1,95.5,69.9
51.9,91.1,83.7,72,95.6,69.8
52,91.1,83.8,71.9,95.7,69.8
52.1,91.1,83.5,71.9,95.6,69.8
52.2,91.1,83.5,72,95.6,69.8
52.2,91.2,83.6,71.9,95.6,69.9
52.3,91.3,83.5,72,95.6,69.8
52.5,91.2,83.6,71.9,95.5,69.9
52.7,91.2,83.5,71.8,95.5,69.8
52.9,91.1,83.5,71.8,95.4,69.7
52.9,91.2,83.4,71.8,95.5,69.6
53,91.3,83.4,71.9,95.4,69.7
53.1,91.4,83.5,71.8,95.4,69.8
53.2,91.3,83.5,71.8,95.5,69.8
53.5,91.5,83.6,71.8,95.4,69.8
53.6,91.6,83.6,71.9,95.5,69.7
54.1,91.5,83.4,71.9,95.5,69.5
54.6,91.8,83.5,71.8,95.5,69.4
55.1,91.9,83.4,71.9,95.6,69.3
55.5,91.9,83.7,71.8,95.5,69.3
56.1,92.2,83.7,71.8,95.5,69.2
56.8,92.2,83.8,71.8,95.4,69.2
57.2,92.2,83.8,71.9,95.3,69.3
57.6,92.2,83.7,72,95.3,69.4
57.8,92.2,83.8,72,95.3,69.4
58.1,92.4,83.8,72,95.4,69.4
58.4,92.4,83.9,72,95.3,69.2
58.7,92.4,84.1,72,95.2,69
59.2,92.5,84,72.1,95.2,68.7
59.4,92.5,84,72,95.1,68.6
59.6,92.7,84.1,71.9,95.2,68.4
59.9,92.7,84,71.9,95.2,68.3
60.1,92.7,83.9,71.8,95.3,68.3
60.1,92.6,83.9,71.8,95.3,68.3
60,92.6,83.7,71.8,95.4,68.4
59.5,92.5,83.7,71.8,95.5,68.5
59.3,92.3,83.5,71.8,95.5,68.6
58.9,92.3,83.3,71.7,95.5,68.8
58.6,92.2,83.3,71.7,95.5,68.9
58.2,92.1,83.2,71.6,95.5,69.2
57.8,92.1,83.1,71.4,95.5,69.4
57.5,91.9,83,71.3,95.6,69.6
57.1,91.7,82.9,71.3,95.7,69.4
56.5,91.6,82.7,71.2,95.7,69.4
55.7,91.4,82.7,71.2,95.7,69.5
55.1,91.2,82.6,71,95.6,69.5
54.4,91,82.5,71,95.6,69.5
53.8,91.1,82.3,71.1,95.5,69.7
53.3,91,82.2,71,95.7,69.8
52.6,90.9,82.1,71,95.8,69.9
52.1,90.6,81.9,71,95.8,70.1
51.2,90.3,81.8,70.8,95.8,70.2
49.9,90,81.8,70.8,95.8,70.3
48.3,89.8,81.7,70.9,95.8,70.5
46.9,89.6,81.6,70.8,95.8,70.5
45.7,89.5,81.5,70.7,96,70.8
44.9,89.5,81.5,70.6,96,70.8
44,89.4,81.4,70.6,95.9,70.9
43.3,89.1,81.5,70.6,95.9,70.9
42.5,89,81.4,70.5,96,70.9
41.8,88.9,81.3,70.4,96.2,70.8
41,88.7,81.3,70.3,96.2,70.9
40.3,88.7,81.2,70.4,96.1,70.9
39.8,88.6,81.2,70.4,96.1,71
39.4,88.5,81.3,70.4,96.1,71.1
39,88.5,81,70.4,96,71
38.7,88.5,81,70.4,96,71
38.4,88.3,81.1,70.4,96.1,71.1
38.2,88,81,70.3,96.1,71.1
37.7,88,80.9,70.3,96,71.2
37.2,87.9,80.8,70.3,96.1,71.4
36.9,87.7,80.7,70.3,96.1,71.4
36.6,87.6,80.6,70.2,96.1,71.3
36.4,87.5,80.7,70.2,96.2,71.2
36,87.3,80.8,70.2,96.1,71.3
35.9,87.4,80.8,70.3,96.2,71.3
35.8,87.4,81,70.4,96.2,71.4
35.9,87.4,80.8,70.4,96.3,71.4
36,87.5,81,70.5,96.2,71.4
36.1,87.7,80.9,70.4,96.2,71.2
36.4,87.7,81.1,70.4,96.3,71.1
36.5,87.7,81,70.4,96.1,71.1
36.4,87.7,81,70.5,96.1,71.2
36.5,87.7,81,70.6,96.1,71.2
36.7,87.6,81.1,70.5,96.1,71.3
36.5,87.7,81.1,70.4,96,71.3
36.5,87.8,81,70.5,95.8,71.3
36.5,87.7,80.9,70.5,96,71.3
36.5,87.8,80.9,70.4,96.1,71.3
36.5,87.8,80.9,70.3,96.1,71.4
36.5,87.8,81,70.3,96.1,71.4
36.5,87.8,81,70.4,96,71.4
36.6,87.9,81,70.4,96,71.4
36.5,87.9,81,70.5,96,71.4
36.4,87.8,81,70.4,96.1,71.2
36.3,87.7,81.1,70.4,96,71.3
36.1,87.6,81.1,70.5,96.1,71.3
36.1,87.6,81,70.6,96.1,71.3
35.8,87.6,80.9,70.6,95.9,71.4
35.5,87.5,80.9,70.6,96,71.4
35.3,87.4,81,70.6,96,71.4
35.1,87.2,81,70.6,96,71.4
34.8,87.1,81,70.6,96.2,71.4
34.8,87,81,70.7,96.3,71.3
34.6,87.1,80.8,70.3,96.3,71.2
34.6,86.9,80.7,70.4,96.3,71.4
34.1,86.7,80.6,70.3,96.1,71.4
33.3,86.4,80.5,70.2,96.1,71.4
32.7,86,80.5,70.2,96.1,71.4
31.1,85.7,80.4,70.1,96.2,71.5
29.6,85.3,80.2,70,96.3,71.5
28,84.7,80,69.8,96.3,71.8
26.2,83.9,79.7,69.5,96.5,71.9
24.3,83.2,79.3,69,96.5,71.9
23.7,83,79.2,68.8,96.6,71.9
23.8,83,79,68.7,96.6,71.7
24.1,83.1,79.1,68.6,96.6,71.6
24.9,83.7,79.3,68.7,96.3,71.6
26.9,84.5,79.7,69,96.3,71.4
29.9,85.6,80.2,69.4,96.3,71.1
33.5,86.6,80.6,69.7,96.1,71
37.1,87.4,81.2,69.9,96.1,70.7
40.3,88,81.5,70.2,96,70.6
42.5,88.4,81.9,70.4,96,70.6
44.3,88.8,81.9,70.5,96,70.5
46.1,89.2,82,70.7,95.9,70.4
47.8,89.7,82.1,70.8,95.8,70.3
49.5,89.9,82.3,70.9,95.7,70.1
51.2,90.3,82.6,71.1,95.5,69.9
52.7,90.8,82.9,71.2,95.5,69.8
54.1,91.1,83.1,71.4,95.3,69.6
55,91.3,83.4,71.7,95.2,69.4
55.8,91.6,83.5,71.9,95,69.3
56.1,91.8,83.6,72.1,95,69.3
56.5,91.9,83.8,72,95,69.5
56.7,92.1,83.8,72,94.9,69.6
56.9,92.1,83.9,72.2,94.9,69.6
56.8,92.2,84,72.2,94.8,69.7
56.6,92.2,83.9,72.2,94.8,69.8
55.9,92.1,83.8,72.2,94.9,69.9
54.9,91.8,83.7,72.1,94.9,70
53.3,91.5,83.5,72.1,95.2,70.3
50.5,91.3,83.2,71.8,95.4,70.5
46.1,90.6,82.8,71.5,95.4,70.7
43.4,90.3,82.5,71.4,95.4,70.8
41.6,90.1,82.2,71.2,95.6,70.9
40.7,89.9,81.9,71.2,95.6,70.8
40.3,90,81.7,71.1,95.8,70.9
39.7,89.8,81.7,71,95.6,70.9
39,89.9,81.8,70.9,95.6,70.8
38.4,89.9,81.9,71,95.6,70.8
37.8,89.8,81.8,70.9,95.6,70.9
37.3,90,81.9,71,95.6,70.9
36.9,89.9,82,70.9,95.6,70.9
36.4,90,82.3,71,95.7,70.9
36,90,82.5,71.2,95.6,70.8
35.6,90,82.7,71.2,95.6,70.8
35,90,82.8,71.4,95.5,70.7
34.4,90.1,83,71.5,95.5,70.6
33.6,90,83.1,71.5,95.4,70.6
33.4,90.1,83.2,71.6,95.3,70.3
34.3,90.3,83.3,71.7,95.1,70
36,90.4,83.6,71.8,94.9,69.4
39,90.7,83.7,72,94.8,68.7
42.3,91,84,72,94.7,68
45.3,91.4,84.3,72.2,94.5,67.2
48.6,91.7,84.6,72.2,94.2,66.3
52,92,85,72.3,93.9,65.2
55.7,92.2,85.3,72.5,93.7,63.9
59.3,92.4,85.5,72.7,93.5,62.7
62.2,92.6,85.9,72.9,93.2,61.4
64.8,92.9,86.2,72.9,92.9,60.1
66.9,93,86.5,72.9,92.4,56.8
68.9,93.4,86.7,73,91.8,54.9
70.5,93.7,86.9,72.9,91.2,52.9
71.8,94,87.3,72.7,90.4,48.5
72.9,94.4,87.7,72.7,89.6,45.4
73.9,94.6,88,72.5,88.6,41.7
74.5,94.8,88.4,72.3,86.9,37.6
74.9,94.9,88.8,71.8,83.9,32.2
74.4,94.7,89.3,70.8,79,26.1
73,94.5,89.7,69,68.9,19.7
70,93.9,89.9,64.6,50.2,12.7
65.3,92.8,90.1,56.6,32.2,8.1
57,91.6,90,42.7,20.7,5.2
46.4,90.4,89.7,29.2,13.3,3.3
36.1,88,89.4,18.8,8.5,2.1
27.8,85.1,88.8,12,5.5,1.4
22.5,80.6,87.8,7.7,3.5,0.9
19.3,74.3,86.5,5,2.3,0.6
17.8,66.6,84.4,3.2,1.4,0.4
16.5,55.8,81.5,2,0.9,0.2
13.8,43.7,77.7,1.3,0.6,0.2
10.5,31.1,72.3,0.8,0.4,0.1
7.3,20.1,64.5,0.5,0.2,0.1
4.7,12.9,48.9,0.3,0.2,0
3,8.3,32.3,0.2,0.1,0
1.9,5.3,20.7,0.1,0.1,0
1.2,3.4,13.3,0.1,0,0
0.8,2.2,8.5,0.1,0,0
0.5,1.4,5.5,0,0,0
0.3,0.9,3.5,0,0,0
0.2,0.6,2.3,0,0,0
0.1,0.4,1.4,0,0,0
0.1,0.2,0.9,0,0,0
0.1,0.2,0.6,0,0,0
0,0.1,0.4,0,0,0
0,0.1,0.2,0,0,0
0,0,0.2,0,0,0
0,0,0.1,0,0,0
0,0,0,0,0,0
