s1,s2,s3,s4,s5,s6
84.3,95,82.7,76.8,69.5,11.6
84.3,94.9,82.9,76.9,69.7,11.8
84.2,94.9,83,77,69.6,11.9
84.2,95.1,83.2,77,69.6,12
83.9,95.1,83.2,77,69.4,12.1
83.8,94.9,83.2,77.2,69.5,12.3
83.8,95,83.2,77.1,69.4,12.5
83.8,95,83.1,77.1,69.4,12.9
83.6,94.9,83.1,77.2,69.3,13.5
83.5,94.9,82.8,77.3,69.5,14.2
83.6,94.9,82.7,77.2,69.5,14.8
83.6,95.1,82.7,77.2,69.5,15.2
83.6,95.1,82.6,77.1,69.3,15.4
83.5,95.2,82.5,77,69.3,15.9
83.5,95.1,82.4,77,69.4,16.7
83.4,95,82.3,76.9,69.6,17.4
83.6,95.1,82.1,77,70,18.1
83.5,95,81.8,77,70.5,18.8
83.5,95.1,81.6,77,71.1,19.4
83.4,95.2,81.6,77,71.5,20
83.2,95.1,81.3,77.1,72,20.7
83,95.1,81.1,77.2,72.8,21.3
82.7,95,81,77.2,73.7,22.1
82.4,94.7,80.8,77.3,74.4,23.2
82.1,94.6,80.6,77.3,75.3,24.4
81.7,94.5,80.5,77.6,76,25.8
81.4,94.2,80.2,77.6,76.8,27.6
80.9,94.1,80.2,77.9,77.2,29.3
80.6,94.1,80.1,78.2,77.7,30.6
80.4,94.1,79.8,78.4,78.2,31.8
80,94,80,78.7,78.6,32.8
79.7,94,80,78.8,78.9,33.6
79.3,93.8,80,79,79.2,34.6
79.2,93.8,80,79.1,79.5,35.3
79.1,93.9,80,79,79.7,35.8
79,93.8,79.9,79.1,80,36.3
78.9,93.7,79.7,79.2,80.4,36.7
78.7,93.5,79.6,79.2,80.9,37.5
78.5,93.5,79.4,79.4,81.3,38.7
78.2,93.5,79,79.3,81.9,40.3
77.8,93.4,78.7,79.3,82.6,41.9
76.9,93.2,78,79.5,83.7,43.7
75.5,93.1,76.8,79.4,84.9,46.9
73.3,92.9,75.5,79.5,86.1,51.2
70,92.7,74,79.4,87.3,55.4
66.7,92.6,72.6,79.4,88.3,59
62.5,92.5,71.1,79.2,89.1,61.7
58.4,92.4,70.2,79.1,89.6,64
55.2,92.5,69.4,79.1,90.1,65.6
53,92.6,68.9,79.1,90.4,66.6
51.8,92.7,68.4,79.1,90.7,67.2
51.4,92.7,68.2,79.1,90.9,67.5
51.6,92.7,68,79.1,91.1,67.7
51.9,92.8,67.6,79.1,91,67.6
52.2,92.8,67,79.2,91.1,67.5
52.2,92.8,66.6,78.9,91.1,67.5
51.7,92.8,66.1,78.9,91.1,67.8
50.8,92.7,65.8,78.8,91.3,68
