s1,s2,s3,s4,s5,s6
79.5,105.1,83.4,40,91.5,96.7
79.7,102.4,83.5,40,91.5,96.9
79.6,100.7,83.6,39.9,91.6,96.9
79.6,99.5,83.6,40,91.5,96.9
79.6,98.9,83.4,40,91.4,96.9
79.4,98.5,83.4,40.1,91.4,96.9
79.5,98.2,83.4,40,91.5,96.7
79.6,97.9,83.4,40,91.6,96.7
79.7,97.9,83.3,40,91.5,96.7
79.7,97.8,83.2,40,91.7,96.7
79.7,97.7,83.2,39.9,91.7,96.7
79.8,97.7,83.2,39.9,91.7,96.6
79.6,97.7,83.3,40,91.7,96.6
79.7,97.6,83.3,40,91.6,96.7
79.6,97.6,83.2,40,91.5,96.7
79.5,97.7,83.2,40,91.5,96.8
79.6,128.4,83.2,40,91.4,96.8
79.5,117.3,83.2,40,91.5,96.6
79.4,110.2,83.2,40,91.5,96.6
79.4,105.7,83.2,40,91.4,96.6
79.5,102.8,83.2,39.9,91.4,96.6
79.4,101,83.3,39.9,91.4,96.6
79.4,99.8,83.3,40,91.5,96.5
79.4,132.1,83.4,40.1,91.5,96.5
79.5,119.8,83.4,40.2,91.4,96.5
79.4,111.8,83.3,40.2,91.4,96.5
79.5,106.8,83.2,40.1,91.4,96.5
79.6,103.6,83.4,40,91.5,96.5
79.7,101.5,83.5,40.1,91.5,96.3
79.7,100.2,83.4,40.1,91.5,96.4
79.9,99.4,83.5,40.2,91.5,96.3
79.9,98.9,83.5,40.2,91.4,96.1
80,98.5,83.6,40,91.4,96.1
80,98.3,83.6,40,91.3,96.1
79.9,128.7,83.7,39.9,91.1,95.9
80,149.5,83.8,39.8,91.2,95.8
80.1,131,83.9,39.8,91.2,95.7
80.2,119.1,84,40,91.2,95.7
80.1,145.5,83.9,40,91.1,95.5
80.1,160.2,84,39.8,91,95.4
80.1,169.7,84,39.9,90.8,95.4
80.2,143.9,84.1,39.9,90.7,95.4
80.3,164.4,84.3,39.8,90.7,95.3
80.3,174.1,84.3,39.7,90.7,95.1
80.5,177.4,84.3,39.5,90.6,94.8
80.6,184.7,84.3,39.4,90.5,94.6
80.8,185.4,84.3,39.4,90.5,94.2
80.8,191,84.3,39.2,90.5,94.1
80.8,193.4,84.2,39,90.5,94.1
80.9,195.6,84.2,39,90.5,94
80.9,193.5,84.3,39,90.5,94
80.9,202.5,84.3,39,90.6,94
80.8,202,84.3,39,90.5,94
80.9,164.6,84.3,38.9,90.5,94
81.1,174.8,84.3,38.8,90.5,94
81.2,147.2,84.3,38.7,90.4,93.8
81.2,165.9,84.3,38.8,90.5,93.9
81.2,175.6,84.2,38.9,90.5,93.9
81.2,180.1,84.2,38.8,90.7,94
81.3,182.4,84.1,38.8,90.7,93.9
81.3,187.4,84,38.8,90.6,94
81.2,187.7,84,38.7,90.7,94.2
81.1,155.5,84,38.7,90.7,94.3
