s1,s2,s3,s4,s5,s6
9.4,81.9,80.5,75.3,138.6,351.2
6,82.1,80.7,75.4,124,351.4
3.9,82.1,80.7,75.4,114.6,353.3
2.5,82.3,80.7,75.4,108.6,352.7
1.6,82.6,80.7,75.4,104.7,351.2
1,82.7,80.6,75.5,136.9,358.9
0.7,82.9,80.6,75.3,122.9,351.8
0.4,83.1,80.5,75.4,114,352.3
0.3,83.4,80.5,75.5,108.2,357.3
0.2,83.8,80.7,75.5,136.9,357.1
0.1,83.9,80.7,75.5,158.1,354.6
0.1,84.1,80.8,75.6,136.4,355.3
0,84.1,80.9,75.6,157.3,355.2
0,84.1,81,75.6,135.9,355.1
0,84.1,81,75.7,122.2,351.1
0,84.1,81.1,75.7,113.5,339.8
0,84,81.2,75.7,107.9,335.5
0.1,83.9,81.1,75.8,134.9,335
0.2,83.8,81.1,75.7,155.2,341
0.3,83.4,81.1,75.7,167.6,341.4
0.4,83.1,80.9,75.7,142.6,342.3
0.5,82.9,81,75.6,126.6,343.4
0.8,83,80.9,75.7,147.5,341.8
1,83,80.9,75.6,129.7,345.9
1.2,83,80.8,75.7,154.7,346.9
2.5,83.4,80.8,75.7,134.2,344
3.8,83.5,80.9,75.7,121.2,342.8
4.9,83.9,80.9,75.8,112.9,341.4
5.9,84.1,80.8,75.9,107.5,342.8
6.8,84.4,80.9,75.8,104.1,334
7.5,84.8,80.9,75.7,101.9,338.1
8,85,80.9,75.7,132.8,343.6
8.4,85.5,80.9,75.7,151.5,348.8
9.2,85.9,81,75.6,132.3,349.3
9.5,86.5,81,75.7,152.3,354.2
10.1,86.9,81.1,75.6,132.8,367.7
10.9,87.5,81.3,75.6,152.1,371.8
11.5,87.8,81.3,75.6,166.7,371.5
12.3,88.2,81.5,75.7,142.1,366.7
13,88.5,81.7,75.9,126.2,353.9
13.9,88.8,81.7,76,116.1,353.2
14.5,88.9,81.6,75.9,109.5,349.2
14.9,88.9,81.6,75.8,105.3,350.1
15.2,89,81.6,75.9,102.5,349.6
15.6,89.2,81.7,75.8,139.5,353.2
15.9,89.2,81.7,75.8,156.4,354.4
16.2,89.1,81.7,75.7,135.4,354.6
16.5,89.2,81.7,75.7,122,356.5
16.6,89.2,81.8,75.7,147.4,350.2
16.8,89.1,81.8,75.7,129.6,357.7
16.7,89.2,81.9,75.7,118.2,363
16.8,89,81.9,75.8,110.9,357.3
16.6,89,81.8,75.7,139.2,346.7
16.4,89.1,81.8,75.6,124.3,342.2
16.4,89,81.8,75.7,114.8,346.8
16.2,88.9,81.8,75.7,108.8,348
16.1,88.8,81.7,75.7,104.9,347.6
15.9,88.6,81.7,75.8,102.4,352.6
15.3,88.5,81.8,75.9,100.8,358
15,88.5,81.7,75.9,99.8,361.5
14.8,88.5,81.7,75.9,99.1,351.2
14.6,88.3,81.7,75.9,131.6,343.9
14.4,88.4,81.7,75.7,119.5,334.7
14.3,88.4,81.6,75.9,111.7,339.1
14.1,88.4,81.7,75.8,106.7,338.5
14.1,88.4,81.6,75.7,103.6,338.1
14.2,88.4,81.6,75.8,133.9,335.5
14.3,88.5,81.7,75.8,121,344.2
14.2,88.5,81.5,75.9,146.2,348.1
14.3,88.3,81.7,75.8,128.9,349.4
14.3,88.2,81.6,75.9,117.8,349.7
14.3,88.2,81.6,75.9,110.7,348.7
14.3,88.2,81.5,75.8,106.1,342.3
14.2,88.2,81.5,75.8,134.4,346.3
14.2,88,81.4,75.8,152.5,349.4
14.2,88,81.4,75.9,167.6,345.1
13.9,88.1,81.3,75.9,173.2,348.1
13.6,88,81.3,76,146.1,343.7
13.6,88,81.3,75.9,128.8,343.1
13.4,87.9,81.3,75.9,117.8,342.2
13.1,87.7,81.2,75.9,141.8,339.9
12.6,87.3,81.1,76,159,336.7
12.1,87,81.1,75.9,172.9,336.3
11.8,86.7,81,76,146,340.2
11.6,86.5,80.9,76,159.9,349.5
11.3,86.2,80.8,76,171.8,350.9
11,85.9,80.7,76,179.4,347.2
10.7,85.6,80.8,75.9,188.9,353.4
10.7,85.3,80.6,75.9,190.3,366.6
10.5,85.1,80.5,75.8,189.6,364.8
10.3,84.8,80.4,75.9,189.6,369.3
10.3,84.8,80.3,75.8,156.8,377.4
10,84.7,80.4,75.8,170.3,384.1
9.6,84.6,80.3,75.8,144.3,386.3
9.5,84.6,80.2,75.8,161.8,388.3
9.4,84.5,80.3,75.9,175.8,386.1
9.3,84.5,80.4,76,186.6,381.9
9.3,84.4,80.3,76,187.7,376.8
9.2,84.5,80.2,75.9,191.3,376.5
9.2,84.5,80.2,75.9,193.1,372.2
9.2,84.5,80.2,75.9,195.9,371.8
9.2,84.5,80.3,76,202.9,372.7
9.3,84.6,80.2,76,200.5,368.6
9.4,84.5,80.2,76,196.1,373.5
9.4,84.5,80.3,76,199.6,353.1
9.5,84.6,80.2,75.9,199.5,344
9.6,84.8,80.2,75.9,196.6,345.6
10.1,85,80.2,75.9,191.9,336.9
11,85.4,80.3,75.8,191.7,327.9
12,86,80.5,75.7,158.1,327.8
14.2,87.1,80.9,75.9,136.4,327.2
17.4,88.5,81.5,76.3,122.4,320.5
21.1,89.9,82,76.6,113.3,316.2
25,91,82.6,76.8,107.6,308.3
28.5,91.8,83.2,77,103.9,308.3
31.4,92.5,83.5,77.2,101.5,306.7
33.6,92.9,83.8,77.3,100,300.4
34.2,93,84.2,77.5,99.1,291.2
33.7,92.9,84.3,77.5,98.4,295.1
32.3,92.4,84.2,77.5,98.1,298.2
30.8,92.1,84.4,77.6,97.8,300.7
30.3,92,84.6,77.7,97.6,292.6
31.9,92.3,84.9,78,97.4,294.8
36.8,93.3,85.5,78.3,97,284.8
43.5,94.5,86.1,78.7,96.6,260.5
50,95.7,86.7,79.2,96.1,237.5
55,131.2,87.7,79.8,95.4,187.4
59.1,166.5,88.6,80.3,95,155.1
62.1,192.7,89.3,80.7,94.6,134.3
64.5,207.7,90,80.9,94.2,120.8
66.3,222,90.6,81.2,93.7,111.9
67.4,228.8,91,81.4,93.2,105.9
68.2,235.5,91.4,81.5,92.7,102
68.7,238.7,91.6,81.4,92.4,99.2
68.9,240.1,91.8,81.4,92.1,97.3
68.9,233.6,91.9,81.4,92,96.1
68.7,224.2,92.2,81.4,92,95.3
67.9,210.2,92.2,81.5,92,95
66.9,169.7,92.3,81.5,92.3,95.1
65.2,143.4,92.2,81.4,92.6,95.5
62.1,125.9,91.8,81.1,93.1,96.2
56.4,113.6,91.3,80.8,93.7,128.6
48.2,104.3,90.7,80.3,94.3,162.6
38.7,96.9,89.8,79.6,94.6,187.8
28.7,89.1,89,78.9,95.1,216.7
19.5,77.4,88.2,77.6,95.4,235.8
12.5,59.7,87.2,76.1,95.6,248
8,39.7,86.2,74.1,95.5,245.6
5.2,25.5,84.8,72.1,95.4,236.5
3.3,16.4,83.2,70.2,95.1,222.1
2.1,10.5,81,68.3,94.9,177.4
1.4,6.7,78.6,66.4,94.4,148.3
0.9,4.3,75.6,64.4,93.8,129.3
0.6,2.8,72.7,62.2,93.4,116.4
0.4,1.8,68.5,59.9,92.6,107.8
0.2,1.1,61.7,57,91.8,101.9
0.1,0.7,51.6,53.5,90.9,97.9
0.1,0.5,39.7,49.2,89.7,95.3
0.1,0.3,28,42.8,87.6,93.6
0,0.2,18.8,35.5,84.3,91.7
0,0.1,12.1,25.9,77.9,88.6
0,0.1,7.8,17,65.2,79.3
0,0.1,5,10.9,43.7,54.4
0,0,3.2,7,28,34.9
0,0,2.1,4.5,18,22.4
0,0,1.3,2.9,11.5,14.4
0,0,0.8,1.8,7.4,9.2
0,0,0.5,1.2,4.8,5.9
0,0,0.3,0.8,3.1,3.8
0,0,0.2,0.5,2,2.4
0,0,0.1,0.3,1.3,1.6
0,0,0.1,0.2,0.8,1
0,0,0.1,0.1,0.5,0.6
0,0,0,0.1,0.3,0.4
0,0,0,0.1,0.2,0.3
0,0,0,0,0.1,0.2
0,0,0,0,0.1,0.1
0,0,0,0,0.1,0.1
0,0,0,0,0,0
