s1,s2,s3,s4,s5,s6
49.4,92.2,82.6,75.4,97.1,327.2
48.9,92.1,82.5,75.4,97.2,325.7
48.6,91.9,82.4,75.4,97.2,328.7
48.4,91.7,82.4,75.3,97.2,323.2
48.2,91.6,82.3,75.3,97.2,320.8
48.1,91.6,82.2,75.2,97.3,321.6
48,91.4,82.1,75.2,97.4,324.3
47.9,91.4,82,75.3,97.3,326.1
47.8,91.6,82,75.2,97.3,325
47.9,91.6,82.1,75.2,97.3,316.8
47.9,91.8,82,75.1,97.4,322.4
47.7,91.6,81.9,75.1,97.5,322
47.6,91.5,81.7,75.1,97.4,324.6
47.5,91.5,81.8,75.2,97.4,325.7
47.5,91.5,81.8,75.2,97.5,327
47.4,91.3,81.8,75.3,97.5,327.3
47.2,91.3,81.7,75.2,97.5,327.4
47,91.4,81.7,75.2,97.4,327.5
46.9,91.4,81.7,75.3,97.4,330.5
46.7,91.3,81.8,75.2,97.4,325.5
46.7,91.3,81.9,75.2,97.5,321.1
46.7,91.2,81.9,75.2,97.5,320
46.7,91.2,81.9,75.2,97.5,323.9
46.8,91.1,81.9,75.2,97.4,324.1
46.9,91.3,81.7,75.2,97.5,327.2
47.1,91.2,81.7,75.1,97.5,326.8
47.2,91.4,81.7,75,97.5,330
47.4,91.5,81.7,75.1,97.5,333.8
47.6,91.6,81.8,75,97.3,327
47.8,91.6,81.9,75.2,97.3,317.5
47.9,91.6,81.9,75.3,97.4,324.6
48,91.6,82,75.2,97.5,327.5
48.2,91.8,82.1,75.2,97.4,320.1
48.5,92,82.2,75.2,97.2,319.9
48.7,92.2,82.4,75.2,97.2,315.3
48.9,92.3,82.4,75.3,97.3,311.7
49.1,92.3,82.3,75.3,97.2,315.1
49.3,92.4,82.4,75.3,97.2,312.2
49.5,92.5,82.7,75.5,97.2,312
49.7,92.6,82.7,75.6,97.2,307.9
49.8,92.7,82.7,75.5,97.2,311.5
49.8,92.8,82.7,75.4,97.3,306.4
49.8,92.8,82.8,75.6,97.3,303.1
49.9,92.7,82.7,75.6,97.2,310.8
50,92.8,82.8,75.6,97.2,309.4
49.8,92.8,82.6,75.5,97.2,310.8
49.8,92.7,82.7,75.4,97.1,308.2
49.7,92.7,82.5,75.4,97.2,309.5
49.6,92.6,82.5,75.5,97.4,314.3
49.5,92.4,82.5,75.4,97.2,320.3
49.4,92.5,82.5,75.4,97.3,313.2
49.1,92.5,82.3,75.3,97.3,315.5
48.9,92.4,82.3,75.3,97.2,316.4
48.6,92.4,82,75.4,97.2,316.5
48.2,92.2,82,75.5,97.2,315.3
47.9,92.2,81.7,75.5,97.3,318
47.6,91.9,81.8,75.5,97.3,314.6
47.5,91.8,81.8,75.3,97.4,311.8
47.4,91.6,81.8,75.3,97.4,317
47.4,91.6,81.8,75.3,97.5,327.1
47.3,91.6,81.7,75.3,97.6,334.2
47,91.4,81.8,75.2,97.6,347.4
46.9,91.4,81.7,75.2,97.6,351.3
46.7,91.3,81.5,75.2,97.6,365.3
46.6,91.1,81.5,75.2,97.5,376.3
46.2,90.9,81.5,75.4,97.6,377.9
45.8,90.6,81.4,75.3,97.5,380.6
45.2,90.3,81.5,75.4,97.7,381.2
44.5,90,81.6,75.3,97.8,377.6
43.7,89.6,81.5,75.3,97.7,376.9
42.4,89.2,81.3,75.3,97.7,376
41.2,88.8,81.2,75.3,97.7,373.6
39.7,87.7,81,75.4,97.7,359.5
38.2,86.7,80.7,75.3,97.7,356.2
37,86,80.7,75.3,97.8,354.6
36,85.3,80.6,75.2,97.7,349
35,84.6,80.5,75.3,97.8,340.8
33.9,83.6,80.5,75.3,97.7,341.3
32.9,82.8,80.3,75.5,97.8,343.9
32,82.3,80.3,75.3,97.8,343.3
31.4,82.1,80.1,75.2,97.8,346.3
30.5,81.8,80,75.2,97.7,352.3
29.3,81.5,80,75.3,97.8,352.7
27.8,81.5,80,75.2,129,352.4
26.4,81.5,80,75.3,151.4,349.9
25,81.4,80,75.2,132.2,343.7
23.5,81.5,80,75.4,154,348.9
21,81.4,80.2,75.3,133.9,347.6
18.2,81.5,80.2,75.3,121,351.4
14.6,81.6,80.5,75.3,112.8,354.4
